284,OWNER 1 IDENTIFIER,Numeric,,20,,"Unique identification number associated with the first Owner listed from the Assessor data, either an individual or business. For a business, this does NOT include name resolution or roll-up of subsidiaries, i.e. “CoreLogic LLC” and “CoreLogic NA” may receive two separate ID’s."
285,OWNER 2 IDENTIFIER,Numeric,,20,,"Unique identification number associated with the second Owner listed from the Assessor data, either an individual or business. For a business, this does NOT include name resolution or roll-up of subsidiaries, i.e. “CoreLogic LLC” and “CoreLogic NA” may receive two separate ID’s."
OWNER PREMIUM IDENTIFIERS,,,,,,
286,OWNER 3 IDENTIFIER,Numeric,,20,,"Unique identification number associated with the third Owner listed from the Assessor data, either an individual or business. For a business, this does NOT include name resolution or roll-up of subsidiaries, i.e. “CoreLogic LLC” and “CoreLogic NA” may receive two separate ID’s"
287,OWNER 4 IDENTIFIER,Numeric,,20,,"Unique identification number associated with the fourth Owner listed from the Assessor data, either an individual or business. For a business, this does NOT include name resolution or roll-up of subsidiaries, i.e. “CoreLogic LLC” and “CoreLogic NA” may receive two separate ID’s."
LAST MARKET SALE,,,,,,
288,LAST MARKET SALE DERIVED DATE,Numeric,,8,,"CoreLogic proprietary sale date derived from the original public record filing, representing the date that the Deed was prepared in advance of being notarized and prior to being recorded.  Format: YYYYMMDD."
289,LAST MARKET SALE AMOUNT,Numeric,,14,2,Dollar amount of the most recent sale of the property.
290,LAST MARKET SALE MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
THVX FOR MARKETING,,,,,,
291,MODEL NAME - MKTG,AlphaNumeric,,20,,Total Home Value Model Name.
292,MODEL VERSION - MKTG,AlphaNumeric,,10,,Total Home Value Model Version Number. Example 1.0.1
293,VALUE AS OF DATE - MKTG,Numeric,,8,,The date the model estimated the value. Format: YYYYMMDD
294,ESTIMATED VALUE - MKTG,Numeric,,11,,Estimated market value of the subject property. Example: 720000
295,ESTIMATED VALUE HIGH - MKTG,Numeric,,11,,The highest likely property value estimate in the Estimated Value Range. Example: 740000
296,ESTIMATED VALUE LOW - MKTG,Numeric,,11,,The lowest likely property value estimate in the Estimated Value Range. Example: 710000
297,CONFIDENCE SCORE - MKTG,Numeric,,3,,"The confidence score is a measure of the extent to which sales data, property information, and comparable sales support the property valuation analysis process. Higher numbers means higher confidence. Range: 0-100"
298,FORECAST STANDARD DEVIATION - MKTG,Numeric,,2,,Represent 68% statistic certainty that the estimated property value is within +- FSD score. Lower numbers means higher confidence. Range: 0-50
299,RESULT CODE - MKTG,Numeric,,1,,Numeric representation of the result description. Range: 1-3
300,RESULT DESCRIPTION - MKTG,AlphaNumeric,,100,,"The result description that will identify if the evaluation is successful or unsuccessful. If the unsuccessful, it will include reason details."
THVX FOR RISK MANAGEMENT,,,,,,
301,MODEL NAME - RM,AlphaNumeric,,20,,Total Home Value Model Name.
302,MODEL VERSION - RM,AlphaNumeric,,10,,Total Home Value Model Version Number. Example 1.0.1
303,VALUE AS OF DATE - RM,Numeric,,8,,The date the model estimated the value. Format: YYYYMMDD
304,ESTIMATED VALUE - RM,Numeric,,11,,Estimated market value of the subject property. Example: 720000
305,ESTIMATED VALUE HIGH - RM,Numeric,,11,,The highest likely property value estimate in the Estimated Value Range. Example: 740000
306,ESTIMATED VALUE LOW - RM,Numeric,,11,,The lowest likely property value estimate in the Estimated Value Range. Example: 710000
307,CONFIDENCE SCORE - RM,Numeric,,3,,"The confidence score is a measure of the extent to which sales data, property information, and comparable sales support the property valuation analysis process. Higher numbers means higher confidence. Range: 0-100"
308,FORECAST STANDARD DEVIATION - RM,Numeric,,2,,Represent 68% statistic certainty that the estimated property value is within +- FSD score. Lower numbers means higher confidence. Range: 0-50
309,RESULT CODE - RM,Numeric,,1,,Numeric representation of the result description. Range: 1-3
310,RESULT DESCRIPTION - RM,AlphaNumeric,,100,,"The result description that will identify if the evaluation is successful or unsuccessful. If the unsuccessful, it will include reason details."
THVX FOR ORIGINATIONS,,,,,,
311,MODEL NAME - ORIG,AlphaNumeric,,20,,Total Home Value Model Name.
312,MODEL VERSION - ORIG,AlphaNumeric,,10,,Total Home Value Model Version Number. Example 1.0.1
313,VALUE AS OF DATE - ORIG,Numeric,,8,,The date the model estimated the value. Format: YYYYMMDD
314,ESTIMATED VALUE - ORIG,Numeric,,11,,Estimated market value of the subject property. Example: 720000
315,ESTIMATED VALUE HIGH - ORIG,Numeric,,11,,The highest likely property value estimate in the Estimated Value Range. Example: 740000
316,ESTIMATED VALUE LOW - ORIG,Numeric,,11,,The lowest likely property value estimate in the Estimated Value Range. Example: 710000
317,CONFIDENCE SCORE - ORIG,Numeric,,3,,"The confidence score is a measure of the extent to which sales data, property information, and comparable sales support the property valuation analysis process. Higher numbers means higher confidence. Range: 0-100"
318,FORECAST STANDARD DEVIATION - ORIG,Numeric,,2,,Represent 68% statistic certainty that the estimated property value is within +- FSD score. Lower numbers means higher confidence. Range: 0-50
319,RESULT CODE - ORIG,Numeric,,1,,Numeric representation of the result description. Range: 1-3
320,RESULT DESCRIPTION - ORIG,AlphaNumeric,,100,,"The result description that will identify if the evaluation is successful or unsuccessful. If the unsuccessful, it will include reason details."
THVX FOR CONSUMERS,,,,,,
321,MODEL NAME - CONS,AlphaNumeric,,20,,Total Home Value Model Name.
322,MODEL VERSION - CONS,AlphaNumeric,,10,,Total Home Value Model Version Number. Example 1.0.1
323,VALUE AS OF DATE - CONS,Numeric,,8,,The date the model estimated the value. Format: YYYYMMDD
324,ESTIMATED VALUE - CONS,Numeric,,11,,Estimated market value of the subject property. Example: 720000
325,ESTIMATED VALUE HIGH - CONS,Numeric,,11,,The highest likely property value estimate in the Estimated Value Range. Example: 740000
326,ESTIMATED VALUE LOW - CONS,Numeric,,11,,The lowest likely property value estimate in the Estimated Value Range. Example: 710000
327,CONFIDENCE SCORE - CONS,Numeric,,3,,"The confidence score is a measure of the extent to which sales data, property information, and comparable sales support the property valuation analysis process. Higher numbers means higher confidence. Range: 0-100"
328,FORECAST STANDARD DEVIATION - CONS,Numeric,,2,,Represent 68% statistic certainty that the estimated property value is within +- FSD score. Lower numbers means higher confidence. Range: 0-50
329,RESULT CODE - CONS,Numeric,,1,,Numeric representation of the result description. Range: 1-3
330,RESULT DESCRIPTION - CONS,AlphaNumeric,,100,,"The result description that will identify if the evaluation is successful or unsuccessful. If the unsuccessful, it will include reason details."
OPEN LIEN EQUITY AND LTV FOR MARKETING V2,,,,,,
331,PURCHASE RECORDING DATE,Numeric,,8,,The date the transaction was recorded at the county. Format: YYYYMMDD.
332,PURCHASE AMOUNT,Numeric,,13,2,Dollar amount of the most recent purchase of the property.
333,TOTAL NUMBER OF OPEN MORTGAGE LIENS,Numeric,,3,,Total number of open mortgage liens against the property.
334,TOTAL AMOUNT OF OPEN MORTGAGE LIENS,Numeric,,15,2,Sum total of origination amounts of open mortgage liens against the property.
335,PURCHASE COMBINED LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of purchase mortgages against purchase amount.
336,ESTIMATED EQUITY,Numeric,,12,,"Difference between current AVM Value and the sum of all open, original loan amounts, for all open liens."
337,ESTIMATED COMBINED LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of the sum amount of all open liens at origination divided into the current AVM value.
OPEN LIEN EQUITY AND LTV FOR RISK MANAGEMENT V2,,,,,,
338,PURCHASE RECORDING DATE,Numeric,,8,,The date the transaction was recorded at the county. Format: YYYYMMDD.
339,PURCHASE AMOUNT,Numeric,,13,2,Dollar amount of the most recent purchase of the property.
340,TOTAL NUMBER OF OPEN MORTGAGE LIENS,Numeric,,3,,Total number of open mortgage liens against the property.
341,TOTAL AMOUNT OF OPEN MORTGAGE LIENS,Numeric,,15,2,Sum total of origination amounts of open mortgage liens against the property.
342,PURCHASE COMBINED LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of purchase mortgages against purchase amount.
343,ESTIMATED EQUITY,Numeric,,12,,"Difference between current AVM Value and the sum of all open, original loan amounts, for all open liens."
344,ESTIMATED COMBINED LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of the sum amount of all open liens at origination divided into the current AVM value.
PRIMARY MORTGAGE TRANSACTION - ESTIMATED UPB AND LTV - ENRICHED,,,,,,
345,ESTIMATED UNPAID PRINCIPAL BALANCE (UPB) - ENRICHED,Numeric,,13,,Estimated Unpaid Principal Balance (UPB) value on Purchase and Refinance loans only.
346,ESTIMATED UPB CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Estimated Unpaid Principal Balance. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low
347,ESTIMATED PRESENT LOAN TO VALUE (PLTV) - ENRICHED,Numeric,,3,,"Estimated Loan to Value (LTV) at 'Present' date. This is a dynamic ratio, at time of calculation."
348,ESTIMATED PRESENT LTV CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Estimated Present Loan to Value. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low; 0 = UNK ( Insufficient Information)
349,ESTIMATED UPB AND PLTV RUN DATE - ENRICHED,AlphaNumeric,,8,,"Month, Day, Year that UPB and PLTV calculations were run for loan. Purchase and Refinance loans are only loan types associated with Estimated UPB and Estimated PLTV. Format: YYYYMMDD"
350,ESTIMATED LOAN TO VALUE (LTV) - ENRICHED,Numeric,,3,,Estimated Loan to Value (LTV) of Primary Loan at loan origination. This is a static ratio.
351,ESTIMATED LTV CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Estimated Loan to Value. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low
FIRST POSITION OPEN LIEN FOR MARKETING - ENRICHED,,,,,,
352,FIRST POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
353,FIRST POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
354,FIRST POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
355,FIRST POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
356,FIRST POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
357,FIRST POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
358,FIRST POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
359,FIRST POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
360,FIRST POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
361,FIRST POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
362,FIRST POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
363,FIRST POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
364,FIRST POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
365,FIRST POSITION MORTGAGE LOAN TYPE CODE - ENRICHED,AlphaNumeric,MTGTP,5,,"Type of loan secured, identified primarily as Conventional (CNV), Federal Housing Administration (FHA), or Veteran's Administration (VA)."
366,FIRST POSITION MORTGAGE LOAN TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Loan Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
367,FIRST POSITION MORTGAGE INTEREST RATE - ENRICHED,Numeric,,7,4,Fixed interest rate at mortgage origination derived from recorded loan documents or enriched through additional data sources and predictive machine learning models.  Adjustable interest rate per the recorded loan documents for mortgage records. Example rates: 3.754 or 5.258
368,FIRST POSITION MORTGAGE INTEREST RATE CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
369,FIRST POSITION MORTGAGE INTEREST RATE TYPE CODE - ENRICHED,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
370,FIRST POSITION MORTGAGE INTEREST RATE TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
371,FIRST POSITION MORTGAGE TERM - ENRICHED,Numeric,,5,,"Specific term associated with mortgage. Examples: 10, 15, 25"
372,FIRST POSITION MORTGAGE TERM CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
373,FIRST POSITION MORTGAGE TERM CODE - ENRICHED,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years. Enriched data is represented by 'Y'EARS only."
374,FIRST POSITION MORTGAGE TERM CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
375,FIRST POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
FIRST POSITION OPEN LIEN FOR RISK MANAGEMENT - ENRICHED,,,,,,
376,FIRST POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
377,FIRST POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
378,FIRST POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
379,FIRST POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
380,FIRST POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
381,FIRST POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
382,FIRST POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
383,FIRST POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
384,FIRST POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
385,FIRST POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
386,FIRST POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
387,FIRST POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
388,FIRST POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
389,FIRST POSITION MORTGAGE LOAN TYPE CODE - ENRICHED,AlphaNumeric,MTGTP,5,,"Type of loan secured, identified primarily as Conventional (CNV), Federal Housing Administration (FHA), or Veteran's Administration (VA)."
390,FIRST POSITION MORTGAGE LOAN TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Loan Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
391,FIRST POSITION MORTGAGE INTEREST RATE - ENRICHED,Numeric,,7,4,Fixed interest rate at mortgage origination derived from recorded loan documents or enriched through additional data sources and predictive machine learning models.  Adjustable interest rate per the recorded loan documents for mortgage records. Example rates: 3.754 or 5.258
392,FIRST POSITION MORTGAGE INTEREST RATE CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
393,FIRST POSITION MORTGAGE INTEREST RATE TYPE CODE - ENRICHED,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
394,FIRST POSITION MORTGAGE INTEREST RATE TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
395,FIRST POSITION MORTGAGE TERM - ENRICHED,Numeric,,5,,"Specific term associated with mortgage. Examples: 10, 15, 25"
396,FIRST POSITION MORTGAGE TERM CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
397,FIRST POSITION MORTGAGE TERM CODE - ENRICHED,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years. Enriched data is represented by 'Y'EARS only."
398,FIRST POSITION MORTGAGE TERM CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
399,FIRST POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
FIRST POSITION OPEN LIEN LOAN MODIFICATION,,,,,,
400,FIRST POSITION MORTGAGE MODIFICATION AMOUNT,Numeric,,13,2,The amount of the mortgage modification.
401,FIRST POSITION MORTGAGE MODIFICATION MATURITY DATE,Numeric,,8,,The date the mortgage modification becomes due. Format: YYYYMMDD.
402,FIRST POSITION MORTGAGE MODIFICATION INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage modification.
403,FIRST POSITION MORTGAGE MODIFICATION INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,Interest rate type code on the mortgage modification. RESERVED FOR FUTURE USE.
404,FIRST POSITION MORTGAGE MODIFICATION TERM,Numeric,,2,,"Specific term associated with mortgage modification. Examples: 10, 15, 25 RESERVED FOR FUTURE USE."
405,FIRST POSITION MORTGAGE MODIFICATION TERM CODE,AlphaNumeric,MTGTC,1,,"Term code used for the mortgage modification to identify whether the TERM is stored in days, months or years. RESERVED FOR FUTURE USE."
406,FIRST POSITION MORTGAGE MODIFICATION LENDER FULL NAME,AlphaNumeric,,60,,Lender Full Name for the mortgage modification to identify the modification lender. RESERVED FOR FUTURE USE.
FIRST POSITION OPEN LIEN (PREMIUM) - ENRICHED,,,,,,
407,FIRST POSITION CONFORMING LOAN INDICATOR - ENRICHED,Numeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan is considered a conforming loan. 
0 or null = not applicable, 1= applicable."
408,FIRST POSITION EQUITY LOAN INDICATOR,Numeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan is an equity loan. 
0 or null = not applicable, 1= applicable."
409,FIRST POSITION FHA LOAN INDICATOR - ENRICHED,Numeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan is an FHA (Federal Housing Authority) loan. 
0 or null = not applicable, 1= applicable."
410,FIRST POSITION CONSTRUCTION LOAN INDICATOR,Numeric,,1,,"CoreLogic standardized value that indicates if this mortgage is specifically for any type of construction on the property and is identified as a construction loan on the trust documents.
0 or null = not applicable, 1= applicable."
411,FIRST POSITION PRIVATE PARTY LENDER INDICATOR,Numeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan lender is a private party or lender not currently listed in the CoreLogic Lender table. 
0 or null = not applicable, 1= applicable."
412,FIRST POSITION SELLER CARRY BACK INDICATOR,Numeric,,1,,"CoreLogic standardized value that indicates if part or all of the mortgage loan is carried by the seller. 
0 or null = not applicable, 1= applicable."
413,FIRST POSITION PLANNED UNIT DEVELOPMENT (PUD) RIDER INDICATOR,AlphaNumeric,,1,,"Indicates if a Planned Unit Development (PUD) Rider was recorded with the mortgage loan.
0 or null = not applicable, 1= applicable."
414,FIRST POSITION MULTIFAMILY RIDER INDICATOR,AlphaNumeric,,1,,"Indicates if a Multifamily Rider was recorded with the mortgage loan.
0 or null = not applicable, 1= applicable."
415,FIRST POSITION CONDOMINIUM RIDER INDICATOR,AlphaNumeric,,1,,"Indicates if a Condominium Rider was recorded with the mortgage loan.
0 or null = not applicable, 1= applicable."
416,FIRST POSITION SECOND HOME RIDER INDICATOR,AlphaNumeric,,1,,"Indicates if a Second Home Rider was recorded with the mortgage loan.
0 or null = not applicable, 1= applicable."
417,FIRST POSITION GOVERNMENT SPONSORED ENTERPRISE (GSE) ELIGIBLE MORTGAGE INDICATOR,AlphaNumeric,,1,,"Indicates if a Government Sponsored Enterprise Mortgage Rider was recorded with the mortgage loan. 
0 or null = not applicable, 1= applicable."
418,FIRST POSITION VARIABLE RIDER INDICATOR,AlphaNumeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan contains an adjustable or variable rate rider.
0 or null = not applicable, 1= applicable."
FIRST POSITION OPEN LIEN ARM V2,,,,,,
419,FIRST POSITION MORTGAGE ARM INITIAL RESET DATE,Numeric,,8,,CoreLogic derived interest rate change date for an adjustable mortgage. First interest rate reset date. Format: YYYYMMDD.
420,FIRST POSITION MORTGAGE ARM NEXT RESET DATE,Numeric,,8,,Next interest rate change date after first change. Format: YYYYMMDD.
421,FIRST POSITION MORTGAGE ARM CHANGE INTERVAL,Numeric,,3,,Identifies the number of intervals for interest rate changes for an adjustable mortgage. Numeric value in conjunction with MORTGAGE ARM FREQUENCY.
422,FIRST POSITION MORTGAGE ARM FREQUENCY,AlphaNumeric,,2,,Indicates the measurement of time in relation to the interest rate reset/change of the adjustable mortgage. Values: W = Weekly; M = Monthly; Q = Quarterly; Y = Yearly.
423,FIRST POSITION MORTGAGE ARM CALCULATION CHANGE,Numeric,,7,4,Percentage points added to the Index rate to calculate the new interest rate. Value added to current index to determine new interest rate. Only for adjustable rate mortgages.
424,FIRST POSITION MORTGAGE ARM MAXIMUM INTEREST RATE,Numeric,,7,4,Maximum interest rate allowed per the life of the loan. Lifetime interest rate maximum. Only for adjustable rate mortgages.
425,FIRST POSITION MORTGAGE ARM INDEX TYPE CODE,AlphaNumeric,,3,,Indicates which index is used to determine the adjustable mortgage interest rate. Value Description SOF SOFR LIB LIBOR CMT Constant Maturity Treasury MTA Monthly Treasury Average LAM LAMA PRM Prime DIS 11th District BIL Treasury Bill FNM FNMA (Fannie Mae) OTH Other
426,FIRST POSITION MORTGAGE ARM CHANGE PERCENT LIMIT,Numeric,,7,4,Maximum amount the interest rate may increase or decrease for any one adjustment period of the adjustable mortgage. Limit on interest rate change for any single adjustment.
427,FIRST POSITION MORTGAGE ARM INITIAL CHANGE MAX PERCENT,Numeric,,7,4,Maximum interest rate the adjustable mortgage loan rate can increase from the initial interest rate as per the recorded loan documents. Maximum allowable interest rate indicated on initial reset.
428,FIRST POSITION MORTGAGE ARM LOOKBACK PERIOD,Numeric,,3,,The number of days back from interest rate change date to acquire index value.
429,FIRST POSITION MORTGAGE ARM PAYMENT CHANGE DATE,Numeric,,8,,Date of payment change (if different than interest rate change date). Format: YYYYMMDD.
430,FIRST POSITION MORTGAGE ARM PAY OPTION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has payment options such as interest only, interest and principal or interest and principal with a lump sum. '0 or null = Not Applicable, 1 = Applicable'."
431,FIRST POSITION MORTGAGE ARM INTEREST ONLY INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates the mortgage loan is an interest only payment loan. '0 or null = Not Applicable, 1 = Applicable'."
432,FIRST POSITION MORTGAGE ARM NEGATIVE AMORTIZATION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has a negative amortization clause. '0 or null = Not Applicable, 1 = Applicable'."
FIRST POSITION ORIGINATION LENDER,,,,,,
433,FIRST POSITION LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code that identifies the mortgage lender (e.g., Bank of America = 000003)."
434,FIRST POSITION LENDER COMPANY NAME,AlphaNumeric,,60,,CoreLogic proprietary and standardized name of lender from CoreLogic proprietary Lender Code table.
435,FIRST POSITION LENDER FULL NAME,AlphaNumeric,,60,,Full name of Lender as recorded on the original document when no CoreLogic Lender Company Code exists.
436,FIRST POSITION LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name as recorded on the original document when Lender is a Private Party.
437,FIRST POSITION LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name as recorded on the original document when Lender is a Private Party.
438,FIRST POSITION LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender as recorded on the original document.
439,FIRST POSITION LENDER CITY,AlphaNumeric,,40,,Lender City as recorded on the original document.
440,FIRST POSITION LENDER STATE,AlphaNumeric,,2,,Lender State as recorded on the original document.
441,FIRST POSITION LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code as recorded on the original document.
FIRST POSITION CURRENT OPEN LIEN LENDER,,,,,,
442,FIRST POSITION CURRENTLY ASSIGNED LENDER COMPANY NAME,AlphaNumeric,,60,,Name of current assigned lender for the open lien.
443,FIRST POSITION CURRENTLY ASSIGNED LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code of current assigned lender for the open lien (e.g., Bank of America = 000003)."
444,FIRST POSITION CURRENTLY ASSIGNED LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name of current assigned lender for the open lien.
