187,TOTAL NUMBER OF HALF BATHS - ALL BUILDINGS,Numeric,,5,,Total number of half bath rooms (typically comprised of a sink & toilet) as supplied by source. If source does not break out full versus partial Baths – field will be null in this case.
188,TOTAL NUMBER OF 1QTR BATHS - ALL BUILDINGS,Numeric,,5,,"Total number of quarter bath rooms (typically comprised only of a sink, as found in many laundry rooms) as supplied by source. If source does not break out full versus partial Baths – field will be null in this case."
189,TOTAL NUMBER OF 3QTR BATHS - ALL BUILDINGS,Numeric,,5,,"Total number of three-quarter bath rooms (typically comprised of a sink, toilet & shower stall) as supplied by source.  If source does not break out full versus partial Baths – field will be null in this case."
190,TOTAL NUMBER OF BATH FIXTURES,Numeric,,5,,"The total number of bathroom fixtures - Primary Building (typically a full bath would have 4 fixtures - 1 = sink, 1 = toilet, 1 = bathtub, 1 = shower head)."
191,TOTAL NUMBER OF BATH FIXTURES - ALL BUILDINGS,Numeric,,5,,"CoreLogic calculated total designated bath fixtures associated with all the bathrooms in all the buildings on the property. Examples: sink, toilet, shower stall, tub and faucets."
STRUCTURE - INTERIOR,,,,,,
192,AIR CONDITIONING TYPE CODE,AlphaNumeric,AC,3,,"The type of air conditioning method used to cool the building (e.g., Central, Wall Unit, Evaporative)."
193,BASEMENT FINISH TYPE CODE,AlphaNumeric,BSMTF,3,,The standardized code that identifies the basement's degree of completion.
194,BASEMENT TYPE CODE,AlphaNumeric,BSMT,3,,The standardized basement type.
195,FIREPLACE INDICATOR,AlphaNumeric,,1,,"This field is populated with a ""Y"" if a fireplace is located within the building."
196,TOTAL NUMBER OF FIREPLACES,Numeric,,3,,This represents the number of fireplace openings located within all buildings on the property.
197,FIREPLACE TYPE CODE,AlphaNumeric,FIREP,3,,"The type of fireplace. If more than one fireplace, this field reflects the first/main building."
198,FLOOR TYPE CODE,AlphaNumeric,FLRCO,3,,"The type of floor construction (e.g., Concrete, Plywood)."
199,HEATING TYPE CODE,AlphaNumeric,HEAT,3,,"Type or method of heating (e.g., Hot Water, Heat Pump, Baseboard, Radiant)."
200,STORIES TYPE CODE,AlphaNumeric,STORY,3,,"Type / number of stories (e.g., Split Foyer, Tri Level, 2 Story)."
201,TOTAL NUMBER OF STORIES,Numeric,,6,2,Number of stories associated with the building.
STRUCTURE - EXTERIOR,,,,,,
202,BUILDING TYPE CODE,AlphaNumeric,BLDG,3,,"The primary building type (e.g., Bowling Alley, Supermarket)."
203,BUILDING IMPROVEMENT TYPE CODE,AlphaNumeric,IMPRV,3,,"The primary improvement type (e.g., Grain Silo, Hanger, Marina)."
204,BUILDING IMPROVEMENT CONDITION CODE,AlphaNumeric,COND,3,,"This represents the physical condition of the main improvement (e.g., Good, Fair, Under Construction)."
205,CONSTRUCTION TYPE CODE,AlphaNumeric,CNSTR,3,,"The primary method of construction (e.g., Steel / Glass, Concrete Block, Log)."
206,EXTERIOR WALL TYPE CODE,AlphaNumeric,EXTNW,3,,"The type and/or finish of the exterior walls (e.g., Vinyl Siding, Brick Veneer, Frame / Stone)."
207,FOUNDATION TYPE CODE,AlphaNumeric,FOUND,3,,"The type of foundation (e.g., Continuous Footing, Pier, Mud Sill)."
208,FRAME TYPE CODE,AlphaNumeric,FRAME,3,,"The type of wall framing used (e.g., Bar Joist, Reinforced Concrete, Flexicore)."
209,GARAGE TYPE CODE,AlphaNumeric,GRGCD,3,,"Type of garage or carport present (e.g., Attached Finished, Enclosed Carport, Basement Garage)."
210,TOTAL NUMBER OF PARKING SPACES,Numeric,,5,,This represents the total number of parking spaces or car capacity associated with the garage or parking type.
211,PARKING TYPE CODE,AlphaNumeric,PARKG,3,,"Type of parking found on the parcel. This is typically commercial or communal in nature (e.g., Condos)."
212,POOL INDICATOR,AlphaNumeric,,1,,"This field is populated with a ""Y"" if a Pool is present on the parcel."
213,POOL TYPE CODE,AlphaNumeric,POOL,3,,"Type of pool, construction or pool amenities (e.g., Kidney, Gunite, Vinyl, Jacuzzi, Heated)."
214,BUILDING QUALITY CODE,AlphaNumeric,QUAL,3,,"Type of construction quality of building (e.g., excellent, economical)."
215,ROOF COVER TYPE CODE,AlphaNumeric,RFCO,3,,"Type of roof covering (e.g., Clay Tile, Aluminum, Shake)."
216,ROOF TYPE CODE,AlphaNumeric,RFCO,3,,"Type of roof (e.g., Gambrel, Gable, Flat, Mansard)."
217,BUILDING STYLE TYPE CODE,AlphaNumeric,STYLE,3,,"Type of building style (e.g., Colonial, Cape Code, Bungalow)."
218,TOTAL NUMBER OF UNITS - ALL BUILDINGS,Numeric,,5,,"Number of residential, apartment or business units."
STRUCTURE SIZE V3,,,,,,
219,UNIVERSAL BUILDING SQUARE FEET,Numeric,,9,,"The Building Square Footage that reflects the most accurate available for use in assessments or comparables (e.g., Living, Adjusted, Gross)."
220,UNIVERSAL BUILDING SQUARE FEET SOURCE CODE,AlphaNumeric,,1,,"The codes appearing in this field indicates the source used to populate the UNIVERSAL BUILDING SQUARE FEET field. A=ADJUSTED, B=TOTAL, D or R=GROUND FLOOR, G=GROSS, L=LIVING, M=BASE/MAIN, H = HEATED AREA"
221,BUILDING AREA SQUARE FEET,Numeric,,9,,The size of the building in square feet. This field is most commonly populated as an aggregate total when a county does not differentiate between living and non-living areas.
222,TOTAL LIVING AREA SQUARE FEET - ALL BUILDINGS,Numeric,,10,,"This is the area of all buildings that are used for general living. This is typically the area of all buildings that is heated or air conditioned and generally does not include Garage, Porch or Unfinished Basement Square Footage values."
223,GROUND FLOOR AREA SQUARE FEET,Numeric,,10,,Square footage of the part of the building which is level with the ground (typically the front of the building). This is generally above the basement(s) and below the second floor.
224,BUILDING GROSS AREA SQUARE FEET,Numeric,,10,,This is the square footage for the entire building. Typically this represents all square feet under the roof.
225,BUILDING ADJUSTED AREA SQUARE FEET,Numeric,,10,,"This is the square footage used by the county or local taxing / assessment authority to determine Improvement Value. This figure is typically 100% of the living area, plus lower percentage of non-living area."
226,BASEMENT AREA SQUARE FEET,Numeric,,10,,This is the total square footage associated with the Basement portion of a building. This would include both finished and unfinished areas.
227,GARAGE OR PARKING SQUARE FEET,Numeric,,13,3,This is the total square footage of the primary garage or parking area.
228,SECOND FLOOR AREA SQUARE FEET,Numeric,,11,3,Square footage of building level immediately above ground floor.
229,FINISHED BASEMENT AREA SQUARE FEET,Numeric,,11,3,Square footage of below grade area improved for occupancy.
230,UNFINISHED BASEMENT AREA SQUARE FEET,Numeric,,11,3,Square footage of below grade area not improved for occupancy.
UTILITIES V2,,,,,,
231,FUEL TYPE CODE,AlphaNumeric,FUEL,3,,"Type of fuel used for heating the parcel (e.g., Solar, Gas, Oil)."
232,ELECTRICITY/WIRING TYPE CODE,AlphaNumeric,ELEC,3,,"Type of electricity and/or type of wiring used for a parcel (e.g., Average Wiring, Underground Wired, Private Source)."
233,SEWER TYPE CODE,AlphaNumeric,SEWER,3,,"Type of sewer system on the parcel (e.g., Public, Septic, Commercial)."
234,UTILITIES TYPE CODE,AlphaNumeric,UTIL,3,,"The type of utilities used in a building (e.g., Electric, Oil, Private)."
235,WATER TYPE CODE,AlphaNumeric,WATER,3,,"Type of water service on the parcel (e.g., Public, Well, Cistern)."
236,BUILDING FUEL TYPE CODE,AlphaNumeric,FUEL,3,,Primary heating fuel used in the building as provided by the source.
TAXROLL UPDATE V2,,,,,,
237,LAST ASSESSOR UPDATE DATE,Numeric,,8,,Date which CoreLogic applied a full tax roll for a county (independent of Assessed Year and Tax Year).
238,TAXROLL CERTIFICATION DATE,Numeric,,8,,Assessor certified date of the full county refresh date for the county. Typically occurs first of month.
239,TAXROLL EDITION NUMBER,Numeric,,2,,"CoreLogic internal tracking number assigned to the Current Taxroll Edition of assessor property data for a county or jurisdiction. For this data file, the current edition number is always greater than the previous historical Taxroll Edition Number of assessor property data for a county or jurisdiction. Example: If the previous Taxroll Edition Number for a county is 3, the Current Taxroll Edition Number is 4."
240,BEGINNING TAX YEAR DATE,Numeric,,4,,"County provided start of the tax period year for the most recent tax bill processed. If the tax period is on a calendar year basis, the beginning and ending year date is the same."
241,ENDING TAX YEAR DATE,Numeric,,4,,"County provided the end of the tax period year for the most recent tax bill processed. If the tax period is on a calendar year basis, the beginning and ending year date is the same."
COMMERCIAL V2,,,,,,
242,TOTAL SQUARE FOOTAGE OPEN AREAS,Numeric,,15,4,CoreLogic calculated total square footage allocated to all open areas for the property.
243,TOTAL AREA SQUARE FOOTAGE - ALL BUILDINGS,Numeric,,15,4,CoreLogic calculated total square footage allocated to all square footage for all buildings on the property.
244,TOTAL AREA SQUARE FOOTAGE OFFICE SPACE - ALL BUILDINGS,Numeric,,15,4,CoreLogic calculated total office area square footage in all the buildings on the property.
245,TOTAL NUMBER OF ELEVATORS - ALL BUILDINGS,Numeric,,3,,CoreLogic calculated total number of elevators for all the buildings on the property. This is mostly in use for commercial buildings.
246,TOTAL NUMBER OF LOADING DOCKS - ALL BUILDINGS,Numeric,,3,,CoreLogic calculated total of loading docks for all the buildings on the property. This is mostly in use for commercial buildings.
247,TOTAL NUMBER OF RAIL SPURS - ALL BUILDINGS,Numeric,,3,,CoreLogic calculated total of rail spurs for all the buildings on the property. This is mostly in use for commercial buildings.
248,TOTAL NUMBER OF TRUCK DOORS - ALL BUILDINGS,Numeric,,3,,CoreLogic calculated total number of truck doors for all the buildings on the property. This is mostly in use for commercial buildings.
249,TOTAL NUMBER OF 1 BEDROOMS,Numeric,,3,,CoreLogic calculated total number of one (1) bedroom units for all the buildings on the property. This is mostly in use for rental or multi-family buildings.
250,TOTAL NUMBER OF 2 BEDROOMS,Numeric,,3,,CoreLogic calculated total number of two (2) bedroom units for all the buildings on the property. This is mostly in use for rental or multi-family buildings.
251,TOTAL NUMBER OF 3 BEDROOMS,Numeric,,3,,CoreLogic calculated total number of three (3) bedroom units for all the buildings on the property. This is mostly in use for rental or multi-family buildings.
252,TOTAL NUMBER OF EFFICIENCY UNITS,Numeric,,3,,CoreLogic calculated total number of efficiency units for all the buildings on the property. This is mostly in use for rental or multi-family buildings.
OWNER IDENTIFIERS,,,,,,
253,OWNER 1 IDENTIFIER,Numeric,,20,,"Unique identification number associated with the first Owner listed from the Assessor data, either an individual or business. For a business, this does NOT include name resolution or roll-up of subsidiaries, i.e. “CoreLogic LLC” and “CoreLogic NA” may receive two separate ID’s."
254,OWNER 2 IDENTIFIER,Numeric,,20,,"Unique identification number associated with the second Owner listed from the Assessor data, either an individual or business. For a business, this does NOT include name resolution or roll-up of subsidiaries, i.e. “CoreLogic LLC” and “CoreLogic NA” may receive two separate ID’s."
OWNER PREMIUM IDENTIFIERS,,,,,,
255,OWNER 3 IDENTIFIER,Numeric,,20,,"Unique identification number associated with the third Owner listed from the Assessor data, either an individual or business. For a business, this does NOT include name resolution or roll-up of subsidiaries, i.e. “CoreLogic LLC” and “CoreLogic NA” may receive two separate ID’s"
256,OWNER 4 IDENTIFIER,Numeric,,20,,"Unique identification number associated with the fourth Owner listed from the Assessor data, either an individual or business. For a business, this does NOT include name resolution or roll-up of subsidiaries, i.e. “CoreLogic LLC” and “CoreLogic NA” may receive two separate ID’s."
LAST MARKET SALE,,,,,,
257,LAST MARKET SALE DERIVED DATE,Numeric,,8,,"CoreLogic proprietary sale date derived from the original public record filing, representing the date that the Deed was prepared in advance of being notarized and prior to being recorded.  Format: YYYYMMDD."
258,LAST MARKET SALE AMOUNT,Numeric,,14,2,Dollar amount of the most recent sale of the property.
259,LAST MARKET SALE MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
THVX FOR RISK MANAGEMENT,,,,,,
260,MODEL NAME - RM,AlphaNumeric,,20,,Total Home Value Model Name.
261,MODEL VERSION - RM,AlphaNumeric,,10,,Total Home Value Model Version Number. Example 1.0.1
262,VALUE AS OF DATE - RM,Numeric,,8,,The date the model estimated the value. Format: YYYYMMDD
263,ESTIMATED VALUE - RM,Numeric,,11,,Estimated market value of the subject property. Example: 720000
264,ESTIMATED VALUE HIGH - RM,Numeric,,11,,The highest likely property value estimate in the Estimated Value Range. Example: 740000
265,ESTIMATED VALUE LOW - RM,Numeric,,11,,The lowest likely property value estimate in the Estimated Value Range. Example: 710000
266,CONFIDENCE SCORE - RM,Numeric,,3,,"The confidence score is a measure of the extent to which sales data, property information, and comparable sales support the property valuation analysis process. Higher numbers means higher confidence. Range: 0-100"
267,FORECAST STANDARD DEVIATION - RM,Numeric,,2,,Represent 68% statistic certainty that the estimated property value is within +- FSD score. Lower numbers means higher confidence. Range: 0-50
268,RESULT CODE - RM,Numeric,,1,,Numeric representation of the result description. Range: 1-3
269,RESULT DESCRIPTION - RM,AlphaNumeric,,100,,"The result description that will identify if the evaluation is successful or unsuccessful. If the unsuccessful, it will include reason details."
THVX FOR MARKETING,,,,,,
270,MODEL NAME - MKTG,AlphaNumeric,,20,,Total Home Value Model Name.
271,MODEL VERSION - MKTG,AlphaNumeric,,10,,Total Home Value Model Version Number. Example 1.0.1
272,VALUE AS OF DATE - MKTG,Numeric,,8,,The date the model estimated the value. Format: YYYYMMDD
273,ESTIMATED VALUE - MKTG,Numeric,,11,,Estimated market value of the subject property. Example: 720000
274,ESTIMATED VALUE HIGH - MKTG,Numeric,,11,,The highest likely property value estimate in the Estimated Value Range. Example: 740000
275,ESTIMATED VALUE LOW - MKTG,Numeric,,11,,The lowest likely property value estimate in the Estimated Value Range. Example: 710000
276,CONFIDENCE SCORE - MKTG,Numeric,,3,,"The confidence score is a measure of the extent to which sales data, property information, and comparable sales support the property valuation analysis process. Higher numbers means higher confidence. Range: 0-100"
277,FORECAST STANDARD DEVIATION - MKTG,Numeric,,2,,Represent 68% statistic certainty that the estimated property value is within +- FSD score. Lower numbers means higher confidence. Range: 0-50
278,RESULT CODE - MKTG,Numeric,,1,,Numeric representation of the result description. Range: 1-3
279,RESULT DESCRIPTION - MKTG,AlphaNumeric,,100,,"The result description that will identify if the evaluation is successful or unsuccessful. If the unsuccessful, it will include reason details."
THVX FOR ORIGINATIONS,,,,,,
280,MODEL NAME - ORIG,AlphaNumeric,,20,,Total Home Value Model Name.
281,MODEL VERSION - ORIG,AlphaNumeric,,10,,Total Home Value Model Version Number. Example 1.0.1
282,VALUE AS OF DATE - ORIG,Numeric,,8,,The date the model estimated the value. Format: YYYYMMDD
283,ESTIMATED VALUE - ORIG,Numeric,,11,,Estimated market value of the subject property. Example: 720000
284,ESTIMATED VALUE HIGH - ORIG,Numeric,,11,,The highest likely property value estimate in the Estimated Value Range. Example: 740000
285,ESTIMATED VALUE LOW - ORIG,Numeric,,11,,The lowest likely property value estimate in the Estimated Value Range. Example: 710000
286,CONFIDENCE SCORE - ORIG,Numeric,,3,,"The confidence score is a measure of the extent to which sales data, property information, and comparable sales support the property valuation analysis process. Higher numbers means higher confidence. Range: 0-100"
287,FORECAST STANDARD DEVIATION - ORIG,Numeric,,2,,Represent 68% statistic certainty that the estimated property value is within +- FSD score. Lower numbers means higher confidence. Range: 0-50
288,RESULT CODE - ORIG,Numeric,,1,,Numeric representation of the result description. Range: 1-3
289,RESULT DESCRIPTION - ORIG,AlphaNumeric,,100,,"The result description that will identify if the evaluation is successful or unsuccessful. If the unsuccessful, it will include reason details."
THVX FOR CONSUMERS,,,,,,
290,MODEL NAME - CONS,AlphaNumeric,,20,,Total Home Value Model Name.
291,MODEL VERSION - CONS,AlphaNumeric,,10,,Total Home Value Model Version Number. Example 1.0.1
292,VALUE AS OF DATE - CONS,Numeric,,8,,The date the model estimated the value. Format: YYYYMMDD
293,ESTIMATED VALUE - CONS,Numeric,,11,,Estimated market value of the subject property. Example: 720000
294,ESTIMATED VALUE HIGH - CONS,Numeric,,11,,The highest likely property value estimate in the Estimated Value Range. Example: 740000
295,ESTIMATED VALUE LOW - CONS,Numeric,,11,,The lowest likely property value estimate in the Estimated Value Range. Example: 710000
296,CONFIDENCE SCORE - CONS,Numeric,,3,,"The confidence score is a measure of the extent to which sales data, property information, and comparable sales support the property valuation analysis process. Higher numbers means higher confidence. Range: 0-100"
297,FORECAST STANDARD DEVIATION - CONS,Numeric,,2,,Represent 68% statistic certainty that the estimated property value is within +- FSD score. Lower numbers means higher confidence. Range: 0-50
298,RESULT CODE - CONS,Numeric,,1,,Numeric representation of the result description. Range: 1-3
299,RESULT DESCRIPTION - CONS,AlphaNumeric,,100,,"The result description that will identify if the evaluation is successful or unsuccessful. If the unsuccessful, it will include reason details."
OPEN LIEN EQUITY AND LTV FOR MARKETING V2,,,,,,
300,PURCHASE RECORDING DATE,Numeric,,8,,The date the transaction was recorded at the county. Format: YYYYMMDD.
301,PURCHASE AMOUNT,Numeric,,13,2,Dollar amount of the most recent purchase of the property.
302,TOTAL NUMBER OF OPEN MORTGAGE LIENS,Numeric,,3,,Total number of open mortgage liens against the property.
303,TOTAL AMOUNT OF OPEN MORTGAGE LIENS,Numeric,,15,2,Sum total of origination amounts of open mortgage liens against the property.
304,PURCHASE COMBINED LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of purchase mortgages against purchase amount.
305,ESTIMATED EQUITY,Numeric,,12,,"Difference between current AVM Value and the sum of all open, original loan amounts, for all open liens."
306,ESTIMATED COMBINED LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of the sum amount of all open liens at origination divided into the current AVM value.
OPEN LIEN EQUITY AND LTV FOR RISK MANAGEMENT V2,,,,,,
307,PURCHASE RECORDING DATE,Numeric,,8,,The date the transaction was recorded at the county. Format: YYYYMMDD.
308,PURCHASE AMOUNT,Numeric,,13,2,Dollar amount of the most recent purchase of the property.
309,TOTAL NUMBER OF OPEN MORTGAGE LIENS,Numeric,,3,,Total number of open mortgage liens against the property.
310,TOTAL AMOUNT OF OPEN MORTGAGE LIENS,Numeric,,15,2,Sum total of origination amounts of open mortgage liens against the property.
311,PURCHASE COMBINED LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of purchase mortgages against purchase amount.
312,ESTIMATED EQUITY,Numeric,,12,,"Difference between current AVM Value and the sum of all open, original loan amounts, for all open liens."
313,ESTIMATED COMBINED LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of the sum amount of all open liens at origination divided into the current AVM value.
FIRST POSITION OPEN LIEN FOR MARKETING V2,,,,,,
314,FIRST POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
315,FIRST POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
316,FIRST POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
317,FIRST POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
318,FIRST POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
319,FIRST POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
320,FIRST POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
321,FIRST POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
322,FIRST POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
323,FIRST POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
324,FIRST POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
325,FIRST POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
326,FIRST POSITION MORTGAGE LOAN TYPE CODE,AlphaNumeric,MTGTP,5,,"CoreLogic standardized value indicating the type of loan secured. (e.g., Conventional, FHA, VA)."
327,FIRST POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
328,FIRST POSITION MORTGAGE INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage at origination.
329,FIRST POSITION MORTGAGE INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
330,FIRST POSITION MORTGAGE TERM,Numeric,,5,,Time period over which the mortgage is amortized.
331,FIRST POSITION MORTGAGE TERM CODE,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years."
332,FIRST POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
FIRST POSITION OPEN LIEN FOR RISK MANAGEMENT V2,,,,,,
333,FIRST POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
334,FIRST POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
335,FIRST POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
336,FIRST POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
337,FIRST POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
338,FIRST POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
339,FIRST POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
340,FIRST POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
341,FIRST POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
342,FIRST POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
343,FIRST POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
344,FIRST POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
345,FIRST POSITION MORTGAGE LOAN TYPE CODE,AlphaNumeric,MTGTP,5,,"CoreLogic standardized value indicating the type of loan secured. (e.g., Conventional, FHA, VA)."
346,FIRST POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
347,FIRST POSITION MORTGAGE INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage at origination.
348,FIRST POSITION MORTGAGE INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
349,FIRST POSITION MORTGAGE TERM,Numeric,,5,,Time period over which the mortgage is amortized.
350,FIRST POSITION MORTGAGE TERM CODE,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years."
351,FIRST POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
FIRST POSITION OPEN LIEN LOAN MODIFICATION,,,,,,
352,FIRST POSITION MORTGAGE MODIFICATION AMOUNT,Numeric,,13,2,The amount of the mortgage modification.
353,FIRST POSITION MORTGAGE MODIFICATION MATURITY DATE,Numeric,,8,,The date the mortgage modification becomes due. Format: YYYYMMDD.
354,FIRST POSITION MORTGAGE MODIFICATION INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage modification.
355,FIRST POSITION MORTGAGE MODIFICATION INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,Interest rate type code on the mortgage modification. RESERVED FOR FUTURE USE.
356,FIRST POSITION MORTGAGE MODIFICATION TERM,Numeric,,2,,"Specific term associated with mortgage modification. Examples: 10, 15, 25 RESERVED FOR FUTURE USE."
357,FIRST POSITION MORTGAGE MODIFICATION TERM CODE,AlphaNumeric,MTGTC,1,,"Term code used for the mortgage modification to identify whether the TERM is stored in days, months or years. RESERVED FOR FUTURE USE."
358,FIRST POSITION MORTGAGE MODIFICATION LENDER FULL NAME,AlphaNumeric,,60,,Lender Full Name for the mortgage modification to identify the modification lender. RESERVED FOR FUTURE USE.
FIRST POSITION OPEN LIEN ARM V2,,,,,,
359,FIRST POSITION MORTGAGE ARM INITIAL RESET DATE,Numeric,,8,,CoreLogic derived interest rate change date for an adjustable mortgage. First interest rate reset date. Format: YYYYMMDD.
360,FIRST POSITION MORTGAGE ARM NEXT RESET DATE,Numeric,,8,,Next interest rate change date after first change. Format: YYYYMMDD.
361,FIRST POSITION MORTGAGE ARM CHANGE INTERVAL,Numeric,,3,,Identifies the number of intervals for interest rate changes for an adjustable mortgage. Numeric value in conjunction with MORTGAGE ARM FREQUENCY.
362,FIRST POSITION MORTGAGE ARM FREQUENCY,AlphaNumeric,,2,,Indicates the measurement of time in relation to the interest rate reset/change of the adjustable mortgage. Values: W = Weekly; M = Monthly; Q = Quarterly; Y = Yearly.
363,FIRST POSITION MORTGAGE ARM CALCULATION CHANGE,Numeric,,7,4,Percentage points added to the Index rate to calculate the new interest rate. Value added to current index to determine new interest rate. Only for adjustable rate mortgages.
364,FIRST POSITION MORTGAGE ARM MAXIMUM INTEREST RATE,Numeric,,7,4,Maximum interest rate allowed per the life of the loan. Lifetime interest rate maximum. Only for adjustable rate mortgages.
365,FIRST POSITION MORTGAGE ARM INDEX TYPE CODE,AlphaNumeric,,3,,Indicates which index is used to determine the adjustable mortgage interest rate. Value Description SOF SOFR LIB LIBOR CMT Constant Maturity Treasury MTA Monthly Treasury Average LAM LAMA PRM Prime DIS 11th District BIL Treasury Bill FNM FNMA (Fannie Mae) OTH Other
366,FIRST POSITION MORTGAGE ARM CHANGE PERCENT LIMIT,Numeric,,7,4,Maximum amount the interest rate may increase or decrease for any one adjustment period of the adjustable mortgage. Limit on interest rate change for any single adjustment.
367,FIRST POSITION MORTGAGE ARM INITIAL CHANGE MAX PERCENT,Numeric,,7,4,Maximum interest rate the adjustable mortgage loan rate can increase from the initial interest rate as per the recorded loan documents. Maximum allowable interest rate indicated on initial reset.
368,FIRST POSITION MORTGAGE ARM LOOKBACK PERIOD,Numeric,,3,,The number of days back from interest rate change date to acquire index value.
369,FIRST POSITION MORTGAGE ARM PAYMENT CHANGE DATE,Numeric,,8,,Date of payment change (if different than interest rate change date). Format: YYYYMMDD.
370,FIRST POSITION MORTGAGE ARM PAY OPTION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has payment options such as interest only, interest and principal or interest and principal with a lump sum. '0 or null = Not Applicable, 1 = Applicable'."
